"age","sex","province","education","religion","income_before_tax","vote_liberal","vote_conservative","vote_ndp"
72,"Male","Quebec","Highly Educated","NO","Lower Middle Class to Poor",0,0,0
46,"Female","Alberta","Some Education","NO","Upper Middle Class to Wealthy",NA,NA,NA
72,"Female","Quebec","Highly Educated","YES","Middle Class",NA,NA,NA
31,"Male","British Columbia","Some Education","NO","Middle Class",0,0,1
50,"Male","Ontario","Highly Educated","YES","Upper Middle Class to Wealthy",1,0,0
68,"Female","Ontario","Some Education","YES","Middle Class",0,1,0
53,"Female","Ontario","Highly Educated","YES","Upper Middle Class to Wealthy",1,0,0
33,"Female","Ontario","Some Education","YES","Middle Class",0,1,0
50,"Female","British Columbia","Some Education","YES","Middle Class",NA,NA,NA
21,"Male","Alberta","Some Education","YES","Middle Class",0,0,0
61,"Female","Quebec","Some Education","YES","Middle Class",0,0,0
74,"Female","Ontario","Highly Educated","YES","Lower Middle Class to Poor",1,0,0
44,"Male","Saskatchewan","Some Education","YES","Middle Class",NA,NA,NA
61,"Female","Ontario","Highly Educated","YES","Middle Class",1,0,0
22,"Female","Alberta","Some Education","YES","Lower Middle Class to Poor",0,0,0
79,"Male","Quebec","Highly Educated","YES","Middle Class",NA,NA,NA
45,"Female","Quebec","Some Education","YES","Lower Middle Class to Poor",0,1,0
24,"Male","Ontario","Highly Educated","YES","Middle Class",0,0,1
73,"Male","Quebec","Highly Educated","YES","Middle Class",0,0,0
45,"Male","British Columbia","Highly Educated","YES","Middle Class",NA,NA,NA
54,"Male","British Columbia","Some Education","YES","Middle Class",NA,NA,NA
74,"Male","Quebec","Some Education","YES","Lower Middle Class to Poor",NA,NA,NA
74,"Male","Ontario","Some Education","YES","Middle Class",NA,NA,NA
72,"Female","Ontario","Highly Educated","YES","Middle Class",NA,NA,NA
73,"Female","Ontario","Highly Educated","NO","Lower Middle Class to Poor",0,0,0
37,"Male","Quebec","Highly Educated","YES","Middle Class",NA,NA,NA
34,"Female","Nova Scotia","Highly Educated","YES","Middle Class",0,0,1
66,"Female","Quebec","Some Education","YES","Middle Class",NA,NA,NA
43,"Male","Ontario","Some Education","YES","Lower Middle Class to Poor",1,0,0
59,"Female","Ontario","Some Education","YES","Lower Middle Class to Poor",0,1,0
59,"Male","Manitoba","Some Education","YES","Middle Class",0,1,0
78,"Male","British Columbia","Highly Educated","YES","Middle Class",NA,NA,NA
20,"Male","Ontario","Some Education","NO","Lower Middle Class to Poor",NA,NA,NA
22,"Female","British Columbia","Some Education","NO","Middle Class",NA,NA,NA
72,"Male","Alberta","Highly Educated","YES","Middle Class",0,0,1
64,"Female","Quebec","Some Education","YES","Middle Class",NA,NA,NA
78,"Female","British Columbia","Some Education","NO","Middle Class",0,1,0
49,"Male","Alberta","Highly Educated","NO","Upper Middle Class to Wealthy",NA,NA,NA
22,"Female","Alberta","Some Education","YES","Middle Class",0,0,1
42,"Female","Ontario","Some Education","NO","Lower Middle Class to Poor",NA,NA,NA
52,"Female","Ontario","Highly Educated","YES","Middle Class",0,0,1
53,"Female","Quebec","Highly Educated","YES","Upper Middle Class to Wealthy",0,1,0
63,"Male","Alberta","Highly Educated","YES","Lower Middle Class to Poor",0,1,0
24,"Female","Ontario","Highly Educated","YES","Upper Middle Class to Wealthy",NA,NA,NA
68,"Male","Quebec","Highly Educated","YES","Upper Middle Class to Wealthy",NA,NA,NA
73,"Male","Ontario","Highly Educated","YES","Middle Class",NA,NA,NA
67,"Female","Alberta","Highly Educated","YES","Middle Class",0,1,0
53,"Female","Alberta","Some Education","NO","Middle Class",0,0,1
48,"Female","Quebec","Some Education","YES","Middle Class",0,1,0
42,"Female","Ontario","Some Education","YES","Middle Class",0,0,0
74,"Male","British Columbia","Some Education","YES","Middle Class",0,1,0
55,"Male","Quebec","Some Education","YES","Middle Class",NA,NA,NA
55,"Female","Ontario","Some Education","NO","Middle Class",0,1,0
62,"Male","Alberta","Highly Educated","YES","Middle Class",1,0,0
83,"Female","Ontario","Some Education","YES","Middle Class",1,0,0
42,"Female","Quebec","Some Education","NO","Upper Middle Class to Wealthy",0,0,0
49,"Male","Alberta","Some Education","NO","Lower Middle Class to Poor",0,0,1
52,"Male","Quebec","Highly Educated","YES","Middle Class",1,0,0
64,"Female","Ontario","Some Education","NO","Upper Middle Class to Wealthy",0,1,0
61,"Male","Quebec","Some Education","YES","Upper Middle Class to Wealthy",0,0,0
45,"Male","Nova Scotia","Highly Educated","YES","Middle Class",0,1,0
65,"Male","British Columbia","Some Education","YES","Middle Class",1,0,0
53,"Female","Ontario","Some Education","NO","Lower Middle Class to Poor",0,1,0
45,"Female","Ontario","Highly Educated","YES","Upper Middle Class to Wealthy",1,0,0
77,"Male","Alberta","Some Education","YES","Lower Middle Class to Poor",1,0,0
68,"Male","Quebec","Some Education","YES","Upper Middle Class to Wealthy",1,0,0
65,"Female","Ontario","Some Education","YES","Middle Class",NA,NA,NA
69,"Female","Quebec","Highly Educated","YES","Upper Middle Class to Wealthy",1,0,0
68,"Male","Ontario","Highly Educated","YES","Middle Class",0,1,0
54,"Female","Ontario","Some Education","YES","Upper Middle Class to Wealthy",1,0,0
60,"Female","Quebec","Highly Educated","NO","Lower Middle Class to Poor",NA,NA,NA
49,"Female","British Columbia","Some Education","NO","Upper Middle Class to Wealthy",0,0,0
56,"Female","Quebec","Some Education","NO","Lower Middle Class to Poor",0,0,1
42,"Female","Ontario","Highly Educated","YES","Middle Class",0,0,1
39,"Female","Ontario","Some Education","YES","Middle Class",0,0,0
38,"Male","Quebec","Some Education","YES","Lower Middle Class to Poor",0,0,0
44,"Female","Alberta","Highly Educated","YES","Upper Middle Class to Wealthy",0,1,0
59,"Female","Quebec","Some Education","YES","Lower Middle Class to Poor",0,0,0
58,"Female","Quebec","Some Education","YES","Middle Class",NA,NA,NA
77,"Female","Ontario","Highly Educated","NO","Middle Class",NA,NA,NA
77,"Female","Newfoundland and Labrador","Some Education","YES","Lower Middle Class to Poor",0,0,0
58,"Female","British Columbia","Highly Educated","NO","Middle Class",1,0,0
72,"Female","Quebec","Some Education","YES","Middle Class",0,0,0
58,"Female","Quebec","Some Education","YES","Upper Middle Class to Wealthy",1,0,0
64,"Female","Ontario","Highly Educated","NO","Middle Class",0,1,0
37,"Female","Quebec","Some Education","NO","Lower Middle Class to Poor",NA,NA,NA
72,"Male","Ontario","Some Education","NO","Upper Middle Class to Wealthy",1,0,0
63,"Male","Alberta","Highly Educated","YES","Middle Class",NA,NA,NA
57,"Male","Quebec","Highly Educated","YES","Middle Class",NA,NA,NA
71,"Male","British Columbia","Highly Educated","NO","Middle Class",1,0,0
31,"Female","British Columbia","Highly Educated","NO","Upper Middle Class to Wealthy",NA,NA,NA
36,"Male","Alberta","Some Education","YES","Lower Middle Class to Poor",0,0,1
50,"Female","British Columbia","Some Education","NO","Middle Class",0,0,1
45,"Male","Quebec","Highly Educated","YES","Middle Class",0,0,0
28,"Male","Saskatchewan","Highly Educated","YES","Middle Class",0,1,0
68,"Male","Ontario","Highly Educated","YES","Middle Class",1,0,0
45,"Female","Quebec","Highly Educated","YES","Middle Class",NA,NA,NA
54,"Male","British Columbia","Some Education","YES","Lower Middle Class to Poor",NA,NA,NA
41,"Female","Quebec","Highly Educated","NO","Upper Middle Class to Wealthy",0,0,0
47,"Female","British Columbia","Some Education","YES","Upper Middle Class to Wealthy",NA,NA,NA
59,"Female","Ontario","Some Education","YES","Middle Class",NA,NA,NA
24,"Female","Ontario","Some Education","NO","Middle Class",0,1,0
26,"Female","Quebec","Highly Educated","NO","Middle Class",0,0,0
64,"Female","Quebec","Highly Educated","NO","Lower Middle Class to Poor",0,0,1
20,"Female","Ontario","Some Education","YES","Lower Middle Class to Poor",0,0,1
55,"Female","Quebec","Some Education","NO","Middle Class",1,0,0
76,"Female","Ontario","Highly Educated","NO","Middle Class",0,1,0
32,"Female","Quebec","Some Education","YES","Lower Middle Class to Poor",NA,NA,NA
28,"Female","Alberta","Some Education","NO","Middle Class",0,1,0
29,"Male","Alberta","Some Education","NO","Lower Middle Class to Poor",NA,NA,NA
41,"Male","Ontario","Highly Educated","YES","Middle Class",0,1,0
28,"Female","Alberta","Some Education","YES","Lower Middle Class to Poor",0,0,1
43,"Male","Alberta","Some Education","YES","Lower Middle Class to Poor",0,1,0
46,"Male","New Brunswick","Highly Educated","YES","Middle Class",0,0,0
28,"Female","Ontario","Highly Educated","YES","Middle Class",0,0,0
79,"Female","Quebec","Highly Educated","NO","Middle Class",1,0,0
51,"Male","British Columbia","Some Education","NO","Middle Class",NA,NA,NA
61,"Male","Ontario","Some Education","YES","Upper Middle Class to Wealthy",0,1,0
74,"Male","Ontario","Highly Educated","YES","Upper Middle Class to Wealthy",0,0,1
73,"Male","New Brunswick","Some Education","YES","Middle Class",1,0,0
33,"Male","Alberta","Highly Educated","YES","Middle Class",0,0,0
73,"Female","Ontario","Some Education","YES","Middle Class",0,1,0
65,"Female","Newfoundland and Labrador","Some Education","NO","Lower Middle Class to Poor",1,0,0
57,"Female","Ontario","Highly Educated","YES","Middle Class",0,1,0
44,"Male","Manitoba","Highly Educated","YES","Middle Class",1,0,0
64,"Male","Ontario","Some Education","YES","Middle Class",0,0,0
47,"Male","Ontario","Some Education","YES","Lower Middle Class to Poor",NA,NA,NA
61,"Male","British Columbia","Highly Educated","YES","Middle Class",NA,NA,NA
40,"Male","Manitoba","Some Education","YES","Upper Middle Class to Wealthy",0,1,0
41,"Male","Quebec","Some Education","NO","Middle Class",0,1,0
57,"Female","Ontario","Some Education","YES","Lower Middle Class to Poor",NA,NA,NA
45,"Female","Saskatchewan","Some Education","YES","Middle Class",0,0,0
21,"Female","Alberta","Some Education","YES","Lower Middle Class to Poor",0,1,0
72,"Female","Quebec","Highly Educated","YES","Upper Middle Class to Wealthy",NA,NA,NA
67,"Female","Quebec","Some Education","YES","Lower Middle Class to Poor",0,0,0
34,"Male","Ontario","Some Education","YES","Upper Middle Class to Wealthy",0,0,1
71,"Male","Ontario","Some Education","YES","Middle Class",NA,NA,NA
28,"Male","British Columbia","Highly Educated","YES","Middle Class",1,0,0
25,"Male","Quebec","Some Education","NO","Lower Middle Class to Poor",NA,NA,NA
63,"Male","Ontario","Some Education","YES","Middle Class",0,1,0
45,"Male","Ontario","Highly Educated","YES","Upper Middle Class to Wealthy",0,1,0
42,"Male","Ontario","Highly Educated","NO","Middle Class",NA,NA,NA
56,"Female","Ontario","Some Education","YES","Middle Class",0,1,0
70,"Female","Alberta","Some Education","YES","Lower Middle Class to Poor",0,0,0
52,"Male","Quebec","Highly Educated","YES","Middle Class",0,0,0
26,"Female","Ontario","Highly Educated","YES","Middle Class",0,1,0
58,"Female","Ontario","Highly Educated","YES","Middle Class",1,0,0
34,"Male","Quebec","Some Education","YES","Middle Class",NA,NA,NA
70,"Male","Ontario","Highly Educated","YES","Upper Middle Class to Wealthy",1,0,0
72,"Female","Manitoba","Highly Educated","YES","Middle Class",0,1,0
68,"Female","Quebec","Highly Educated","YES","Middle Class",1,0,0
65,"Male","Alberta","Highly Educated","YES","Lower Middle Class to Poor",0,1,0
73,"Female","Quebec","Some Education","YES","Lower Middle Class to Poor",0,0,1
66,"Male","Ontario","Highly Educated","NO","Middle Class",NA,NA,NA
74,"Male","Ontario","Highly Educated","YES","Middle Class",0,1,0
68,"Female","Quebec","Highly Educated","YES","Upper Middle Class to Wealthy",NA,NA,NA
50,"Male","Saskatchewan","Some Education","YES","Middle Class",0,0,0
48,"Female","Alberta","Some Education","YES","Upper Middle Class to Wealthy",NA,NA,NA
37,"Female","Quebec","Some Education","NO","Middle Class",0,0,1
64,"Male","Quebec","Some Education","YES","Lower Middle Class to Poor",NA,NA,NA
59,"Male","New Brunswick","Some Education","YES","Lower Middle Class to Poor",NA,NA,NA
38,"Female","Nova Scotia","Some Education","YES","Lower Middle Class to Poor",NA,NA,NA
46,"Female","Ontario","Highly Educated","YES","Upper Middle Class to Wealthy",1,0,0
21,"Female","Ontario","Some Education","NO","Upper Middle Class to Wealthy",NA,NA,NA
76,"Male","Ontario","Some Education","YES","Lower Middle Class to Poor",NA,NA,NA
60,"Female","Ontario","Some Education","YES","Middle Class",0,0,0
60,"Female","New Brunswick","Highly Educated","YES","Lower Middle Class to Poor",0,0,0
52,"Female","Manitoba","Some Education","YES","Upper Middle Class to Wealthy",0,0,0
21,"Male","Quebec","Some Education","NO","Middle Class",NA,NA,NA
74,"Female","British Columbia","Some Education","YES","Middle Class",0,1,0
50,"Male","Ontario","Highly Educated","YES","Upper Middle Class to Wealthy",0,0,0
23,"Female","Ontario","Highly Educated","YES","Lower Middle Class to Poor",0,0,1
64,"Male","Alberta","Some Education","YES","Middle Class",1,0,0
25,"Female","Quebec","Highly Educated","YES","Lower Middle Class to Poor",NA,NA,NA
48,"Female","Prince Edward Island","Highly Educated","NO","Middle Class",1,0,0
61,"Female","Alberta","Some Education","NO","Lower Middle Class to Poor",NA,NA,NA
41,"Female","Prince Edward Island","Some Education","YES","Lower Middle Class to Poor",0,0,0
35,"Male","Quebec","Highly Educated","NO","Upper Middle Class to Wealthy",0,0,1
62,"Male","Alberta","Some Education","YES","Lower Middle Class to Poor",NA,NA,NA
62,"Male","Ontario","Highly Educated","YES","Middle Class",NA,NA,NA
38,"Female","Newfoundland and Labrador","Some Education","YES","Lower Middle Class to Poor",NA,NA,NA
56,"Female","Ontario","Highly Educated","YES","Lower Middle Class to Poor",1,0,0
40,"Female","Ontario","Highly Educated","YES","Lower Middle Class to Poor",0,0,0
39,"Female","British Columbia","Some Education","NO","Middle Class",1,0,0
27,"Male","Ontario","Some Education","NO","Middle Class",NA,NA,NA
69,"Male","Ontario","Some Education","YES","Lower Middle Class to Poor",0,0,0
30,"Male","Ontario","Highly Educated","YES","Middle Class",NA,NA,NA
22,"Female","Quebec","Some Education","NO","Upper Middle Class to Wealthy",NA,NA,NA
49,"Female","Quebec","Some Education","YES","Middle Class",0,0,0
69,"Female","Quebec","Highly Educated","NO","Middle Class",NA,NA,NA
55,"Female","Ontario","Some Education","YES","Middle Class",0,0,0
59,"Male","Quebec","Highly Educated","YES","Upper Middle Class to Wealthy",NA,NA,NA
26,"Male","Ontario","Some Education","YES","Middle Class",0,1,0
71,"Male","Ontario","Some Education","YES","Middle Class",1,0,0
70,"Female","Nova Scotia","Highly Educated","YES","Lower Middle Class to Poor",0,0,1
71,"Male","Alberta","Some Education","YES","Middle Class",NA,NA,NA
71,"Female","Quebec","Some Education","NO","Middle Class",1,0,0
55,"Female","Ontario","Highly Educated","NO","Upper Middle Class to Wealthy",NA,NA,NA
57,"Male","Quebec","Highly Educated","YES","Middle Class",0,0,0
29,"Male","Ontario","Highly Educated","YES","Upper Middle Class to Wealthy",NA,NA,NA
21,"Male","Ontario","Some Education","YES","Lower Middle Class to Poor",0,0,1
78,"Male","Ontario","Highly Educated","YES","Middle Class",0,0,0
23,"Female","Quebec","Some Education","YES","Middle Class",0,0,0
55,"Female","Alberta","Some Education","YES","Lower Middle Class to Poor",0,0,1
25,"Female","British Columbia","Some Education","YES","Lower Middle Class to Poor",0,0,1
41,"Female","Ontario","Highly Educated","NO","Middle Class",1,0,0
62,"Female","Quebec","Highly Educated","YES","Upper Middle Class to Wealthy",NA,NA,NA
33,"Male","Ontario","Highly Educated","YES","Middle Class",1,0,0
63,"Male","Quebec","Some Education","NO","Lower Middle Class to Poor",1,0,0
78,"Female","Quebec","Some Education","YES","Lower Middle Class to Poor",1,0,0
74,"Male","Ontario","Highly Educated","YES","Upper Middle Class to Wealthy",1,0,0
59,"Male","Manitoba","Some Education","YES","Upper Middle Class to Wealthy",0,1,0
54,"Female","Ontario","Limited Education","YES","Lower Middle Class to Poor",NA,NA,NA
68,"Male","Nova Scotia","Highly Educated","NO","Upper Middle Class to Wealthy",1,0,0
34,"Female","Quebec","Some Education","NO","Middle Class",NA,NA,NA
62,"Male","Ontario","Some Education","NO","Upper Middle Class to Wealthy",1,0,0
48,"Female","Newfoundland and Labrador","Some Education","YES","Middle Class",1,0,0
20,"Male","Ontario","Some Education","NO","Middle Class",NA,NA,NA
62,"Male","Quebec","Some Education","NO","Middle Class",1,0,0
45,"Female","Quebec","Highly Educated","YES","Middle Class",1,0,0
60,"Female","British Columbia","Highly Educated","YES","Upper Middle Class to Wealthy",0,0,1
70,"Male","Alberta","Highly Educated","YES","Lower Middle Class to Poor",NA,NA,NA
73,"Female","Quebec","Highly Educated","YES","Middle Class",1,0,0
64,"Male","British Columbia","Highly Educated","YES","Middle Class",NA,NA,NA
72,"Male","Manitoba","Some Education","YES","Lower Middle Class to Poor",NA,NA,NA
