"age","sex","province","education","religion","income_before_tax"
30,"Male","Saskatchewan","Some Education","YES","Lower Middle Class to Poor"
67,"Female","Saskatchewan",NA,"YES","Lower Middle Class to Poor"
68,"Female","Ontario",NA,"YES","Lower Middle Class to Poor"
69,"Female","Manitoba",NA,"YES","Lower Middle Class to Poor"
56,"Male","Saskatchewan","Some Education","YES","Middle Class"
38,"Female","Ontario",NA,"NO","Middle Class"
26,"Female","Ontario",NA,"NO","Lower Middle Class to Poor"
17,"Female","Ontario","Limited Education","YES","Lower Middle Class to Poor"
50,"Male","Ontario",NA,"YES","Upper Middle Class to Wealthy"
58,"Female","Ontario",NA,"YES","Lower Middle Class to Poor"
56,"Female","Ontario",NA,"YES",NA
80,"Female","New Brunswick","Some Education","YES","Lower Middle Class to Poor"
55,"Male","Prince Edward Island","Some Education","YES","Upper Middle Class to Wealthy"
65,"Female","Ontario",NA,"NO","Middle Class"
65,"Female","Ontario","Limited Education","YES","Lower Middle Class to Poor"
55,"Female","Newfoundland and Labrador",NA,"YES","Lower Middle Class to Poor"
42,"Female","Ontario",NA,"YES","Upper Middle Class to Wealthy"
74,"Female","Ontario","Some Education","NO","Lower Middle Class to Poor"
45,"Male","Alberta","Highly Educated","YES","Middle Class"
66,"Female","Ontario","Some Education","YES","Lower Middle Class to Poor"
73,"Male","British Columbia","Highly Educated","YES","Middle Class"
33,"Female","Alberta",NA,"YES","Lower Middle Class to Poor"
71,"Male","Quebec",NA,"YES","Upper Middle Class to Wealthy"
51,"Male","British Columbia","Some Education","NO","Middle Class"
61,"Male","Alberta","Limited Education","YES","Lower Middle Class to Poor"
66,"Male","Ontario","Some Education","NO","Middle Class"
21,"Female","Newfoundland and Labrador","Some Education","NO","Lower Middle Class to Poor"
55,"Male","Alberta","Some Education","YES","Middle Class"
31,"Female","Ontario",NA,"YES","Lower Middle Class to Poor"
20,"Female","Ontario","Some Education","YES","Lower Middle Class to Poor"
70,"Female","Quebec","Some Education","YES","Lower Middle Class to Poor"
63,"Male","Quebec",NA,"YES","Middle Class"
66,"Male","Alberta","Some Education","NO","Lower Middle Class to Poor"
47,"Female","British Columbia","Some Education","YES","Middle Class"
63,"Male","Quebec","Some Education","YES","Lower Middle Class to Poor"
30,"Male","Saskatchewan","Some Education","YES","Middle Class"
68,"Female","Saskatchewan","Some Education","YES","Lower Middle Class to Poor"
41,"Male","British Columbia","Highly Educated","YES","Middle Class"
62,"Female","Manitoba",NA,"YES","Lower Middle Class to Poor"
56,"Female","Ontario",NA,"YES","Middle Class"
61,"Male","Alberta","Some Education","YES","Middle Class"
80,"Female","Newfoundland and Labrador","Limited Education","YES","Lower Middle Class to Poor"
40,"Female","Quebec","Some Education","YES","Lower Middle Class to Poor"
43,"Female","British Columbia","Highly Educated","YES","Middle Class"
45,"Male","Quebec",NA,"YES","Lower Middle Class to Poor"
61,"Male","Ontario","Some Education","NO","Middle Class"
77,"Female","Ontario","Some Education","NO","Middle Class"
62,"Female","Prince Edward Island",NA,"YES","Middle Class"
57,"Female","British Columbia","Highly Educated","NO","Lower Middle Class to Poor"
68,"Male","British Columbia","Some Education","NO","Lower Middle Class to Poor"
55,"Female","Ontario","Highly Educated","NO","Lower Middle Class to Poor"
61,"Female","British Columbia",NA,"NO","Middle Class"
60,"Female","Ontario","Some Education","YES","Lower Middle Class to Poor"
21,"Male","Quebec","Some Education","YES","Lower Middle Class to Poor"
50,"Female","Ontario",NA,"YES","Lower Middle Class to Poor"
23,"Male","Prince Edward Island",NA,"NO","Lower Middle Class to Poor"
55,"Female","Ontario",NA,"YES",NA
43,"Female","Nova Scotia",NA,"NO","Lower Middle Class to Poor"
61,"Female","Newfoundland and Labrador","Highly Educated","YES","Lower Middle Class to Poor"
68,"Female","Quebec","Limited Education","YES","Lower Middle Class to Poor"
42,"Female","Quebec","Highly Educated","NO","Middle Class"
70,"Female","Alberta",NA,"YES",NA
48,"Female","British Columbia","Highly Educated","NO","Middle Class"
28,"Female","British Columbia","Some Education","NO","Middle Class"
51,"Female","Ontario",NA,"YES","Lower Middle Class to Poor"
44,"Female","Ontario","Highly Educated","YES","Middle Class"
29,"Male","Ontario","Highly Educated","NO","Middle Class"
68,"Male","Ontario","Some Education","YES","Middle Class"
63,"Female","Nova Scotia","Highly Educated","YES","Lower Middle Class to Poor"
80,"Female","Prince Edward Island",NA,"YES","Lower Middle Class to Poor"
22,"Male","British Columbia","Limited Education","YES","Lower Middle Class to Poor"
38,"Female","Quebec","Some Education","YES","Lower Middle Class to Poor"
35,"Male","Manitoba","Some Education","YES","Middle Class"
80,"Female","Ontario","Limited Education","YES","Lower Middle Class to Poor"
58,"Female","Ontario",NA,"YES","Lower Middle Class to Poor"
34,"Female","Alberta","Limited Education","YES","Lower Middle Class to Poor"
64,"Female","Ontario",NA,"NO","Lower Middle Class to Poor"
57,"Female","Quebec","Limited Education","YES","Lower Middle Class to Poor"
25,"Male","Manitoba","Highly Educated","YES","Lower Middle Class to Poor"
49,"Female","Ontario",NA,"YES","Middle Class"
51,"Female","Quebec",NA,"YES","Lower Middle Class to Poor"
77,"Female","Nova Scotia","Limited Education","YES","Lower Middle Class to Poor"
54,"Female","Ontario",NA,"YES","Middle Class"
34,"Female","Alberta",NA,"YES","Lower Middle Class to Poor"
43,"Male","Nova Scotia","Some Education","YES","Middle Class"
78,"Female","Ontario",NA,"YES","Middle Class"
61,"Female","Ontario",NA,"YES","Lower Middle Class to Poor"
69,"Male","Ontario",NA,"NO","Lower Middle Class to Poor"
64,"Male","Alberta","Some Education","YES","Upper Middle Class to Wealthy"
75,"Female","Ontario",NA,"YES","Lower Middle Class to Poor"
44,"Male","Ontario",NA,"YES","Middle Class"
49,"Female","Ontario",NA,"YES","Lower Middle Class to Poor"
34,"Male","British Columbia","Some Education","YES","Lower Middle Class to Poor"
80,"Female","Ontario","Some Education","YES","Lower Middle Class to Poor"
61,"Male","Ontario","Limited Education","NO","Lower Middle Class to Poor"
29,"Female","Quebec","Some Education","NO","Lower Middle Class to Poor"
62,"Female","Ontario","Some Education","YES","Middle Class"
30,"Female","Ontario","Some Education","YES","Lower Middle Class to Poor"
61,"Male","Quebec",NA,"NO","Lower Middle Class to Poor"
69,"Female","Prince Edward Island","Some Education","YES","Lower Middle Class to Poor"
59,"Male","Prince Edward Island","Limited Education","YES","Lower Middle Class to Poor"
68,"Female","Alberta",NA,"YES","Lower Middle Class to Poor"
53,"Male","British Columbia","Limited Education","YES","Lower Middle Class to Poor"
36,"Female","Alberta",NA,"YES","Middle Class"
74,"Male","Ontario","Limited Education","YES","Lower Middle Class to Poor"
29,"Female","Alberta",NA,"YES","Lower Middle Class to Poor"
67,"Female","Ontario","Some Education","YES","Lower Middle Class to Poor"
21,"Male","Saskatchewan","Some Education","YES","Lower Middle Class to Poor"
71,"Female","Ontario","Some Education","YES","Middle Class"
22,"Female","Ontario","Some Education","NO","Lower Middle Class to Poor"
15,"Male","Nova Scotia","Limited Education","YES","Lower Middle Class to Poor"
70,"Female","Alberta","Some Education","YES","Lower Middle Class to Poor"
62,"Male","Quebec","Limited Education","YES","Middle Class"
58,"Male","Prince Edward Island","Some Education","YES","Lower Middle Class to Poor"
29,"Male","Ontario",NA,"YES","Lower Middle Class to Poor"
46,"Male","Ontario","Highly Educated","YES","Middle Class"
36,"Male","Ontario","Highly Educated","NO","Middle Class"
56,"Male","Ontario","Highly Educated","YES","Upper Middle Class to Wealthy"
46,"Female","Ontario",NA,"YES","Lower Middle Class to Poor"
52,"Male","Quebec","Some Education","YES","Middle Class"
34,"Female","Nova Scotia",NA,"YES","Lower Middle Class to Poor"
46,"Male","Ontario","Some Education","NO","Lower Middle Class to Poor"
62,"Male","Quebec","Some Education","YES","Middle Class"
60,"Female","British Columbia",NA,"YES","Lower Middle Class to Poor"
80,"Male","Manitoba","Some Education","YES","Middle Class"
16,"Female","Quebec","Limited Education","YES","Lower Middle Class to Poor"
80,"Female","Ontario","Highly Educated","YES","Lower Middle Class to Poor"
79,"Female","Alberta","Highly Educated","YES","Lower Middle Class to Poor"
66,"Female","British Columbia",NA,"YES","Lower Middle Class to Poor"
79,"Male","Quebec",NA,"YES","Lower Middle Class to Poor"
71,"Female","Alberta","Some Education","YES","Lower Middle Class to Poor"
76,"Female","Saskatchewan",NA,"YES","Lower Middle Class to Poor"
27,"Female","Nova Scotia",NA,"NO","Lower Middle Class to Poor"
77,"Male","Ontario",NA,"YES","Middle Class"
79,"Male","Ontario",NA,"YES","Middle Class"
61,"Male","British Columbia","Highly Educated","YES","Upper Middle Class to Wealthy"
56,"Male","Saskatchewan","Some Education","YES","Lower Middle Class to Poor"
58,"Female","Ontario",NA,"YES","Lower Middle Class to Poor"
36,"Male","Ontario",NA,"YES","Upper Middle Class to Wealthy"
57,"Male","Ontario","Some Education","YES","Lower Middle Class to Poor"
38,"Male","British Columbia","Some Education","YES","Lower Middle Class to Poor"
62,"Male","New Brunswick","Limited Education","YES","Middle Class"
48,"Female","Prince Edward Island",NA,"YES","Lower Middle Class to Poor"
60,"Male","Ontario","Some Education","YES","Middle Class"
68,"Female","British Columbia","Limited Education","YES","Lower Middle Class to Poor"
49,"Female","Ontario","Some Education","YES","Lower Middle Class to Poor"
39,"Male","Prince Edward Island","Some Education","NO","Lower Middle Class to Poor"
70,"Female","Newfoundland and Labrador","Some Education","YES","Lower Middle Class to Poor"
37,"Female","Alberta","Limited Education","YES","Lower Middle Class to Poor"
24,"Male","British Columbia","Limited Education","NO","Lower Middle Class to Poor"
18,"Male","Quebec","Limited Education","YES","Lower Middle Class to Poor"
16,"Male","British Columbia","Limited Education","YES","Lower Middle Class to Poor"
31,"Female","Alberta","Highly Educated","YES","Lower Middle Class to Poor"
70,"Female","Ontario","Limited Education","YES","Lower Middle Class to Poor"
16,"Male","New Brunswick","Limited Education","YES","Lower Middle Class to Poor"
49,"Female","Ontario",NA,"YES",NA
16,"Female","Saskatchewan","Limited Education","YES","Lower Middle Class to Poor"
73,"Female","New Brunswick","Some Education","YES","Lower Middle Class to Poor"
57,"Male","Nova Scotia",NA,"YES","Lower Middle Class to Poor"
39,"Male","British Columbia","Some Education","NO",NA
31,"Male","British Columbia","Highly Educated","NO","Middle Class"
73,"Female","Alberta",NA,"YES","Lower Middle Class to Poor"
49,"Male","British Columbia","Some Education","NO",NA
31,"Male","Nova Scotia","Some Education","NO","Middle Class"
28,"Female","Ontario",NA,"YES","Middle Class"
63,"Female","Newfoundland and Labrador","Some Education","YES","Lower Middle Class to Poor"
68,"Female","British Columbia",NA,"YES","Lower Middle Class to Poor"
64,"Female","Quebec","Highly Educated","YES","Lower Middle Class to Poor"
24,"Male","Alberta","Some Education","NO","Lower Middle Class to Poor"
72,"Male","Saskatchewan",NA,"YES","Middle Class"
25,"Male","Quebec",NA,"YES","Lower Middle Class to Poor"
52,"Female","British Columbia",NA,"YES","Middle Class"
80,"Male","Prince Edward Island",NA,"YES","Lower Middle Class to Poor"
66,"Female","Quebec","Some Education","YES","Lower Middle Class to Poor"
65,"Female","Quebec",NA,"YES","Middle Class"
77,"Female","Nova Scotia","Some Education","NO","Middle Class"
58,"Male","Prince Edward Island","Limited Education","YES","Lower Middle Class to Poor"
35,"Male","Ontario",NA,"NO","Upper Middle Class to Wealthy"
59,"Female","Ontario","Highly Educated","YES","Lower Middle Class to Poor"
49,"Female","Ontario","Highly Educated","YES","Upper Middle Class to Wealthy"
41,"Male","Ontario",NA,"NO","Upper Middle Class to Wealthy"
72,"Male","British Columbia",NA,"NO","Middle Class"
48,"Female","British Columbia","Some Education","YES","Middle Class"
53,"Female","British Columbia",NA,"NO","Middle Class"
42,"Female","Alberta",NA,"YES","Middle Class"
52,"Female","Ontario",NA,"YES","Middle Class"
63,"Female","Ontario","Some Education","YES","Middle Class"
48,"Female","Ontario","Highly Educated","YES","Middle Class"
80,"Female","Saskatchewan","Limited Education","YES","Lower Middle Class to Poor"
66,"Female","Quebec","Limited Education","YES","Lower Middle Class to Poor"
77,"Female","Quebec","Limited Education","YES","Lower Middle Class to Poor"
73,"Male","Newfoundland and Labrador",NA,"NO","Upper Middle Class to Wealthy"
71,"Male","Nova Scotia","Highly Educated","YES","Middle Class"
74,"Male","Ontario","Highly Educated","YES","Lower Middle Class to Poor"
24,"Male","Ontario","Some Education","NO","Lower Middle Class to Poor"
30,"Female","Nova Scotia",NA,"YES","Lower Middle Class to Poor"
52,"Female","Saskatchewan",NA,"YES","Lower Middle Class to Poor"
52,"Male","Quebec","Highly Educated","NO","Lower Middle Class to Poor"
54,"Male","Ontario","Highly Educated","YES","Lower Middle Class to Poor"
27,"Female","Alberta",NA,"YES","Middle Class"
56,"Male","British Columbia",NA,"YES","Lower Middle Class to Poor"
79,"Female","British Columbia",NA,"YES","Lower Middle Class to Poor"
42,"Female","Saskatchewan",NA,"YES","Middle Class"
63,"Male","Ontario","Highly Educated","YES",NA
33,"Female","Ontario","Highly Educated","YES","Lower Middle Class to Poor"
70,"Female","Ontario","Highly Educated","YES","Lower Middle Class to Poor"
30,"Male","Ontario","Highly Educated","YES","Middle Class"
76,"Female","Ontario","Limited Education","YES","Lower Middle Class to Poor"
42,"Female","Manitoba","Some Education","YES","Lower Middle Class to Poor"
47,"Female","New Brunswick","Some Education","YES","Lower Middle Class to Poor"
27,"Male","British Columbia","Some Education","NO","Lower Middle Class to Poor"
36,"Male","Quebec",NA,"YES","Middle Class"
40,"Female","British Columbia","Some Education","YES","Lower Middle Class to Poor"
67,"Male","Ontario","Some Education","YES","Middle Class"
56,"Female","Ontario",NA,"YES","Middle Class"
48,"Female","British Columbia","Some Education","YES","Middle Class"
38,"Male","Ontario","Highly Educated","YES","Middle Class"
49,"Female","British Columbia",NA,"NO",NA
32,"Female","Saskatchewan","Highly Educated","YES","Lower Middle Class to Poor"
26,"Female","Ontario",NA,"YES","Lower Middle Class to Poor"
71,"Male","Saskatchewan","Limited Education","YES","Lower Middle Class to Poor"
35,"Male","Nova Scotia",NA,"YES","Lower Middle Class to Poor"
16,"Male","Newfoundland and Labrador","Limited Education","YES","Lower Middle Class to Poor"
80,"Male","Quebec","Limited Education","YES","Lower Middle Class to Poor"
63,"Female","Quebec",NA,"YES","Lower Middle Class to Poor"
17,"Male","Ontario","Limited Education","YES","Lower Middle Class to Poor"
58,"Female","Quebec",NA,"YES","Middle Class"
45,"Female","Alberta",NA,"YES",NA
38,"Male","New Brunswick","Highly Educated","NO","Middle Class"
60,"Female","Ontario","Some Education","YES","Lower Middle Class to Poor"
17,"Male","Alberta","Limited Education","YES","Lower Middle Class to Poor"
61,"Male","Quebec","Limited Education","YES","Lower Middle Class to Poor"
39,"Male","Ontario",NA,"YES","Middle Class"
53,"Female","Manitoba","Some Education","YES","Lower Middle Class to Poor"
47,"Male","Ontario","Highly Educated","YES","Upper Middle Class to Wealthy"
