"age","sex","province","education","religion","income_before_tax","vote_liberal","vote_conservative"
32,"Female","British Columbia","Some Education","NO","Middle Class",0,1
73,"Male","Alberta","Highly Educated","YES","Middle Class",0,0
75,"Female","Alberta","Some Education","YES","Lower Middle Class to Poor",0,0
31,"Male","Alberta","Highly Educated","YES","Middle Class",1,0
27,"Female","Alberta","Some Education","NO","Middle Class",NA,NA
62,"Male","British Columbia","Some Education","NO","Middle Class",0,0
80,"Female","Alberta","Highly Educated","YES","Lower Middle Class to Poor",0,1
77,"Male","Alberta","Some Education","YES","Middle Class",NA,NA
19,"Male","Alberta","Some Education","NO","Lower Middle Class to Poor",0,0
60,"Male","Alberta","Highly Educated","YES","Upper Middle Class to Wealthy",0,0
27,"Female","New Brunswick","Some Education","NO","Middle Class",0,0
77,"Female","Alberta","Highly Educated","YES","Lower Middle Class to Poor",0,1
47,"Female","Alberta","Highly Educated","NO","Upper Middle Class to Wealthy",NA,NA
68,"Male","British Columbia","Some Education","YES","Lower Middle Class to Poor",0,1
51,"Female","Alberta","Highly Educated","YES","Upper Middle Class to Wealthy",NA,NA
83,"Male","British Columbia","Some Education","NO","Upper Middle Class to Wealthy",0,0
29,"Female","British Columbia","Highly Educated","NO","Lower Middle Class to Poor",NA,NA
29,"Male","British Columbia","Highly Educated","NO","Middle Class",NA,NA
44,"Female","British Columbia","Some Education","YES","Middle Class",NA,NA
36,"Female","British Columbia","Highly Educated","YES","Upper Middle Class to Wealthy",1,0
68,"Female","Alberta","Highly Educated","YES","Upper Middle Class to Wealthy",0,1
75,"Male","Alberta","Some Education","YES","Lower Middle Class to Poor",NA,NA
61,"Male","Manitoba","Some Education","YES","Middle Class",1,0
82,"Male","Manitoba","Highly Educated","NO","Middle Class",0,0
22,"Female","British Columbia","Some Education","NO","Lower Middle Class to Poor",0,0
23,"Male","Alberta","Highly Educated","YES","Lower Middle Class to Poor",0,0
63,"Male","Manitoba","Highly Educated","YES","Middle Class",NA,NA
62,"Male","Alberta","Highly Educated","YES","Middle Class",NA,NA
78,"Female","Alberta","Highly Educated","YES","Middle Class",NA,NA
40,"Male","Alberta","Some Education","NO","Upper Middle Class to Wealthy",NA,NA
27,"Male","Alberta","Some Education","NO","Upper Middle Class to Wealthy",0,1
63,"Male","British Columbia","Some Education","YES","Upper Middle Class to Wealthy",0,0
54,"Male","British Columbia","Some Education","YES","Middle Class",NA,NA
49,"Male","Manitoba","Some Education","NO","Lower Middle Class to Poor",NA,NA
51,"Female","British Columbia","Highly Educated","YES","Lower Middle Class to Poor",NA,NA
34,"Female","British Columbia","Highly Educated","YES","Middle Class",NA,NA
59,"Female","British Columbia","Some Education","YES","Lower Middle Class to Poor",0,1
54,"Male","British Columbia","Some Education","NO","Middle Class",1,0
39,"Male","British Columbia","Highly Educated","YES","Middle Class",0,0
23,"Male","Alberta","Some Education","YES","Middle Class",NA,NA
65,"Female","New Brunswick","Some Education","NO","Lower Middle Class to Poor",0,0
70,"Female","Manitoba","Some Education","NO","Lower Middle Class to Poor",NA,NA
25,"Female","British Columbia","Some Education","YES","Lower Middle Class to Poor",0,0
71,"Female","Manitoba","Some Education","YES","Lower Middle Class to Poor",0,1
65,"Female","British Columbia","Some Education","YES","Lower Middle Class to Poor",NA,NA
44,"Female","Alberta","Some Education","NO","Middle Class",0,1
68,"Male","British Columbia","Highly Educated","YES","Middle Class",1,0
37,"Male","British Columbia","Highly Educated","YES","Middle Class",1,0
47,"Female","Manitoba","Highly Educated","NO","Lower Middle Class to Poor",0,0
73,"Female","British Columbia","Some Education","YES","Lower Middle Class to Poor",1,0
41,"Female","British Columbia","Some Education","NO","Middle Class",0,1
82,"Male","British Columbia","Highly Educated","NO","Middle Class",NA,NA
28,"Male","Newfoundland and Labrador","Highly Educated","NO","Middle Class",NA,NA
79,"Female","Alberta","Highly Educated","NO","Middle Class",0,1
78,"Male","Manitoba","Some Education","YES","Middle Class",0,0
19,"Male","Alberta","Some Education","NO","Upper Middle Class to Wealthy",NA,NA
60,"Female","Manitoba","Some Education","YES","Middle Class",0,0
34,"Male","British Columbia","Some Education","NO","Middle Class",NA,NA
68,"Male","Alberta","Some Education","NO","Lower Middle Class to Poor",NA,NA
79,"Male","Alberta","Highly Educated","YES","Upper Middle Class to Wealthy",NA,NA
65,"Female","British Columbia","Highly Educated","YES","Lower Middle Class to Poor",NA,NA
34,"Female","Alberta","Highly Educated","YES","Lower Middle Class to Poor",NA,NA
43,"Female","Alberta","Highly Educated","NO","Lower Middle Class to Poor",NA,NA
62,"Female","Alberta","Highly Educated","YES","Middle Class",1,0
22,"Male","New Brunswick","Highly Educated","NO","Middle Class",NA,NA
26,"Female","British Columbia","Highly Educated","NO","Middle Class",NA,NA
54,"Female","British Columbia","Some Education","NO","Upper Middle Class to Wealthy",0,0
30,"Male","British Columbia","Highly Educated","YES","Upper Middle Class to Wealthy",NA,NA
31,"Female","British Columbia","Highly Educated","NO","Middle Class",0,0
58,"Female","Manitoba","Some Education","YES","Lower Middle Class to Poor",NA,NA
73,"Female","British Columbia","Some Education","NO","Lower Middle Class to Poor",1,0
34,"Female","British Columbia","Highly Educated","YES","Middle Class",0,0
56,"Male","Alberta","Some Education","YES","Middle Class",0,0
56,"Male","British Columbia","Some Education","YES","Upper Middle Class to Wealthy",0,1
40,"Female","British Columbia","Some Education","YES","Upper Middle Class to Wealthy",0,0
32,"Male","British Columbia","Highly Educated","YES","Upper Middle Class to Wealthy",0,0
71,"Male","Alberta","Some Education","YES","Lower Middle Class to Poor",NA,NA
46,"Male","Newfoundland and Labrador","Some Education","YES","Middle Class",0,1
78,"Male","Manitoba","Highly Educated","NO","Lower Middle Class to Poor",1,0
61,"Female","British Columbia","Some Education","NO","Middle Class",0,0
44,"Female","British Columbia","Highly Educated","YES","Middle Class",0,0
66,"Female","British Columbia","Some Education","YES","Lower Middle Class to Poor",1,0
46,"Female","British Columbia","Highly Educated","YES","Upper Middle Class to Wealthy",0,1
46,"Female","Alberta","Highly Educated","YES","Upper Middle Class to Wealthy",NA,NA
78,"Male","Alberta","Highly Educated","YES","Middle Class",1,0
22,"Male","Alberta","Some Education","YES","Lower Middle Class to Poor",0,0
60,"Female","British Columbia","Highly Educated","NO","Upper Middle Class to Wealthy",0,1
48,"Female","Alberta","Highly Educated","NO","Lower Middle Class to Poor",NA,NA
28,"Male","Alberta","Some Education","NO","Lower Middle Class to Poor",NA,NA
66,"Female","Alberta","Some Education","YES","Middle Class",NA,NA
50,"Male","Alberta","Some Education","YES","Middle Class",1,0
61,"Male","British Columbia","Some Education","YES","Middle Class",NA,NA
62,"Female","Manitoba","Some Education","YES","Upper Middle Class to Wealthy",0,0
27,"Female","Manitoba","Highly Educated","NO","Middle Class",0,0
67,"Male","British Columbia","Some Education","NO","Lower Middle Class to Poor",NA,NA
64,"Female","Manitoba","Some Education","YES","Middle Class",0,0
52,"Female","British Columbia","Some Education","YES","Middle Class",0,0
58,"Female","New Brunswick","Some Education","YES","Lower Middle Class to Poor",0,1
50,"Female","Alberta","Highly Educated","YES","Upper Middle Class to Wealthy",0,0
65,"Female","Alberta","Some Education","YES","Upper Middle Class to Wealthy",0,0
77,"Male","Alberta","Highly Educated","YES","Upper Middle Class to Wealthy",NA,NA
25,"Female","British Columbia","Highly Educated","YES","Middle Class",1,0
61,"Male","Alberta","Some Education","NO","Lower Middle Class to Poor",0,1
70,"Male","New Brunswick","Some Education","YES","Lower Middle Class to Poor",1,0
42,"Female","British Columbia","Some Education","NO","Lower Middle Class to Poor",NA,NA
67,"Female","Alberta","Some Education","NO","Lower Middle Class to Poor",1,0
76,"Male","British Columbia","Some Education","YES","Lower Middle Class to Poor",NA,NA
19,"Male","British Columbia","Some Education","NO","Lower Middle Class to Poor",0,0
57,"Female","British Columbia","Some Education","YES","Upper Middle Class to Wealthy",0,0
51,"Female","British Columbia","Some Education","YES","Lower Middle Class to Poor",0,0
59,"Male","Manitoba","Highly Educated","YES","Middle Class",NA,NA
57,"Female","Alberta","Some Education","NO","Lower Middle Class to Poor",1,0
76,"Male","British Columbia","Some Education","YES","Lower Middle Class to Poor",NA,NA
52,"Female","Alberta","Some Education","YES","Upper Middle Class to Wealthy",0,1
20,"Female","Alberta","Some Education","YES","Lower Middle Class to Poor",NA,NA
73,"Female","Alberta","Highly Educated","YES","Middle Class",NA,NA
37,"Male","Alberta","Highly Educated","NO","Upper Middle Class to Wealthy",NA,NA
63,"Female","New Brunswick","Some Education","YES","Lower Middle Class to Poor",1,0
69,"Male","Manitoba","Some Education","YES","Lower Middle Class to Poor",NA,NA
54,"Female","Alberta","Some Education","NO","Middle Class",0,1
32,"Female","British Columbia","Some Education","NO","Middle Class",NA,NA
81,"Female","Manitoba","Some Education","YES","Middle Class",0,0
70,"Male","Alberta","Highly Educated","YES","Upper Middle Class to Wealthy",NA,NA
66,"Male","Alberta","Highly Educated","NO","Lower Middle Class to Poor",0,0
63,"Female","Alberta","Highly Educated","YES","Lower Middle Class to Poor",1,0
77,"Male","British Columbia","Some Education","YES","Middle Class",0,1
52,"Female","British Columbia","Highly Educated","YES","Upper Middle Class to Wealthy",0,0
64,"Male","British Columbia","Highly Educated","NO","Middle Class",0,1
47,"Male","Alberta","Limited Education","NO","Lower Middle Class to Poor",0,0
27,"Female","British Columbia","Some Education","NO","Middle Class",NA,NA
46,"Male","Alberta","Some Education","YES","Lower Middle Class to Poor",1,0
31,"Male","Alberta","Highly Educated","YES","Lower Middle Class to Poor",NA,NA
35,"Female","British Columbia","Some Education","NO","Middle Class",0,0
76,"Male","Alberta","Some Education","YES","Lower Middle Class to Poor",0,1
89,"Female","Alberta","Highly Educated","YES","Upper Middle Class to Wealthy",0,1
44,"Female","Alberta","Some Education","YES","Lower Middle Class to Poor",0,0
28,"Male","British Columbia","Some Education","NO","Lower Middle Class to Poor",0,0
54,"Female","British Columbia","Highly Educated","YES","Middle Class",0,0
35,"Female","Alberta","Some Education","NO","Lower Middle Class to Poor",0,1
64,"Male","Manitoba","Some Education","YES","Lower Middle Class to Poor",1,0
70,"Female","British Columbia","Highly Educated","YES","Upper Middle Class to Wealthy",1,0
21,"Female","Manitoba","Some Education","YES","Middle Class",0,0
77,"Female","Manitoba","Some Education","YES","Lower Middle Class to Poor",0,1
31,"Female","British Columbia","Highly Educated","NO","Middle Class",0,0
29,"Male","British Columbia","Highly Educated","YES","Lower Middle Class to Poor",0,1
48,"Male","Alberta","Some Education","YES","Middle Class",0,1
74,"Female","British Columbia","Some Education","YES","Middle Class",NA,NA
61,"Female","British Columbia","Some Education","NO","Middle Class",0,1
53,"Male","Alberta","Some Education","YES","Middle Class",0,0
26,"Male","Manitoba","Highly Educated","NO","Middle Class",0,0
61,"Male","British Columbia","Highly Educated","YES","Middle Class",0,0
41,"Male","British Columbia","Some Education","YES","Lower Middle Class to Poor",0,1
31,"Male","New Brunswick","Some Education","YES","Middle Class",NA,NA
59,"Male","Manitoba","Highly Educated","YES","Lower Middle Class to Poor",0,1
78,"Male","Alberta","Some Education","YES","Lower Middle Class to Poor",NA,NA
66,"Male","Manitoba","Highly Educated","NO","Middle Class",0,0
35,"Female","Manitoba","Highly Educated","YES","Upper Middle Class to Wealthy",0,0
21,"Female","Alberta","Some Education","YES","Lower Middle Class to Poor",0,0
63,"Female","Manitoba","Highly Educated","YES","Middle Class",NA,NA
71,"Female","Alberta","Highly Educated","YES","Lower Middle Class to Poor",0,1
78,"Male","Alberta","Some Education","YES","Middle Class",0,1
38,"Female","Manitoba","Some Education","YES","Lower Middle Class to Poor",NA,NA
38,"Female","British Columbia","Highly Educated","NO","Upper Middle Class to Wealthy",NA,NA
62,"Male","Alberta","Some Education","YES","Lower Middle Class to Poor",0,1
51,"Female","Alberta","Some Education","YES","Middle Class",0,0
66,"Male","British Columbia","Some Education","YES","Upper Middle Class to Wealthy",0,1
57,"Male","British Columbia","Some Education","NO","Lower Middle Class to Poor",0,0
41,"Female","Manitoba","Some Education","YES","Middle Class",NA,NA
19,"Male","Alberta","Some Education","NO","Middle Class",0,1
23,"Male","British Columbia","Some Education","NO","Middle Class",NA,NA
54,"Male","British Columbia","Highly Educated","YES","Upper Middle Class to Wealthy",NA,NA
72,"Female","British Columbia","Highly Educated","YES","Middle Class",NA,NA
29,"Male","New Brunswick","Highly Educated","YES","Lower Middle Class to Poor",0,0
59,"Female","British Columbia","Some Education","YES","Upper Middle Class to Wealthy",0,1
77,"Female","Alberta","Highly Educated","NO","Lower Middle Class to Poor",1,0
34,"Female","British Columbia","Highly Educated","YES","Lower Middle Class to Poor",NA,NA
73,"Female","British Columbia","Highly Educated","YES","Middle Class",1,0
54,"Male","Manitoba","Highly Educated","NO","Middle Class",0,1
39,"Female","Alberta","Highly Educated","YES","Middle Class",0,1
59,"Female","British Columbia","Highly Educated","NO","Middle Class",1,0
72,"Male","British Columbia","Some Education","NO","Lower Middle Class to Poor",0,0
45,"Male","British Columbia","Some Education","NO","Lower Middle Class to Poor",0,0
26,"Female","British Columbia","Highly Educated","YES","Middle Class",0,0
55,"Male","British Columbia","Highly Educated","YES","Middle Class",0,1
31,"Male","British Columbia","Highly Educated","YES","Upper Middle Class to Wealthy",0,0
63,"Female","Alberta","Some Education","YES","Lower Middle Class to Poor",NA,NA
33,"Female","Manitoba","Highly Educated","NO","Lower Middle Class to Poor",0,0
76,"Female","British Columbia","Highly Educated","YES","Upper Middle Class to Wealthy",0,0
57,"Male","Newfoundland and Labrador","Some Education","YES","Lower Middle Class to Poor",0,1
48,"Female","Newfoundland and Labrador","Highly Educated","YES","Lower Middle Class to Poor",1,0
69,"Female","Alberta","Some Education","YES","Middle Class",NA,NA
66,"Male","British Columbia","Highly Educated","YES","Upper Middle Class to Wealthy",1,0
44,"Male","Alberta","Some Education","YES","Middle Class",0,1
61,"Female","British Columbia","Some Education","NO","Lower Middle Class to Poor",NA,NA
